power,omega
80,0.025981222200768
80,0.026673384542662
80,0.013823123988792
80,0.010516052181098
80,0.017180583639736
80,0.025981222200768
80,0.017180583639736
80,0.026673384542662
90,0.035410909872812
90,0.036068138593804
90,0.03261458545577
90,0.019100414210125
90,0.022821813812352
90,0.035410909872812
90,0.022821813812352
90,0.036068138593804
